,Zone,Exact position,Action 1,Outcome 1,Action 2,Outcome 2,Reward,d_predicted,d_test,Exploration rate
124,3,2.979813725567867,2,2.979813725567867,4,-1.0,0.0,1.6135551929473877,5.8838656023413165,-7.528699885739343e-16
125,7,6.7298783471911525,1,-1.0,4,6.7298783471911525,4.3634611110229663e-17,5.311192989349365,9.383683865302052,-7.528699885739343e-16
126,1,1.0596344916732907,3,-1.0,4,-1.0,0.7226616144180298,2.007366895675659,1.9296042810029848,-7.528699885739343e-16
127,1,1.5602947751909881,3,-1.0,4,-1.0,0.582808792591095,2.002660036087036,1.9037479516083415,-7.528699885739343e-16
128,5,5.834138250153333,3,5.834138250153333,4,-1.0,0.0,2.179006576538086,10.447019080595187,-7.528699885739343e-16
129,1,0.8772302294415341,3,-1.0,4,-1.0,0.0,2.057424545288086,0.6247392816672137,-7.528699885739343e-16
130,1,0.9656655627829003,3,-1.0,4,-1.0,1.6802177704722254e-10,2.041825532913208,1.52892840043618,-7.528699885739343e-16
131,1,1.3068742095000734,3,-1.0,4,-1.0,0.0,2.0588676929473877,1.0799900702065557,-7.528699885739343e-16
132,1,1.4178794869319993,3,-1.0,4,-1.0,0.0,2.066801071166992,1.0618198118592135,-7.528699885739343e-16
133,3,2.6979504374701118,3,-1.0,4,-1.0,4.8199869695166296e-26,2.0545475482940674,4.465259184569602,-7.528699885739343e-16
134,1,0.9316904307141773,3,-1.0,4,-1.0,6.572801445776852e-19,2.0501344203948975,1.4065842543921097,-7.528699885739343e-16
135,3,2.012751316814844,3,-1.0,4,-1.0,0.00016619516827631742,2.043867826461792,2.5825802936843583,-7.528699885739343e-16
136,1,1.0609680720293686,3,-1.0,4,-1.0,0.0,2.038616895675659,1.1412467613833939,-7.528699885739343e-16
137,3,3.762530313243232,3,-1.0,4,-1.0,0.0,2.045243978500366,7.343807055822105,-7.528699885739343e-16
138,5,5.399456250547045,3,5.399456250547045,4,-1.0,0.0024935826659202576,2.2581682205200195,1.9249268929823211,-7.528699885739343e-16
139,5,4.288994153350731,3,4.288994153350731,4,-1.0,4.203895392974451e-45,2.114582061767578,7.42998552443092,-7.528699885739343e-16
140,1,0.8063490882825244,3,-1.0,4,-1.0,0.0,2.040081024169922,0.6261515339885785,-7.528699885739343e-16
141,1,1.0557652072481736,3,-1.0,0,1.0,0.0,2.1318507194519043,0.35221944522435383,-7.528699885739343e-16
142,1,1.0373061007134607,3,-1.0,0,1.0,0.0,2.09755539894104,0.8492846218742967,-7.528699885739343e-16
143,7,7.159318465912428,3,-1.0,0,7.0,1.5407773836303902e-34,3.9448442459106445,10.48941670750819,-7.528699885739343e-16
144,1,1.0875084296817705,3,-1.0,0,1.0,0.0,2.0782058238983154,0.5375929412825454,-7.528699885739343e-16
145,1,0.8533790024717286,3,-1.0,0,1.0,0.0,2.0349252223968506,0.7665143668927525,-7.528699885739343e-16
146,5,5.583616896816585,3,5.583616896816585,0,5.0,0.0,2.575448513031006,10.351834856845194,-7.528699885739343e-16
147,3,3.0648672561713153,3,-1.0,0,3.0,0.0,2.426149606704712,1.14222386186351,-7.528699885739343e-16
148,1,1.7615583631589335,2,-1.0,0,1.0,3.791913259958678e-22,1.407861590385437,2.7967529743777044,-7.528699885739343e-16
149,1,1.3659269052091705,1,1.3659269052091705,0,1.0,1.9930431238651402e-38,0.6913515329360962,2.02635017452053,-7.528699885739343e-16
150,5,4.215703062097564,3,4.215703062097564,0,5.0,1.0292961206227366e-19,2.780778169631958,5.222589859199538,-7.528699885739343e-16
151,7,6.700531113211588,2,-1.0,0,7.0,0.00011647313658613712,4.029742240905762,3.322641835382843,-7.528699885739343e-16
152,5,5.232156297933413,1,-1.0,0,5.0,8.11659212063276e-11,3.1476035118103027,4.775181468126642,-7.528699885739343e-16
153,3,2.5313225825368613,3,-1.0,0,3.0,0.01411175075918436,2.4249215126037598,2.839346957375039,-7.528699885739343e-16
154,7,6.340647059365576,3,-1.0,0,7.0,0.19103853404521942,4.149217128753662,4.564468363858661,-7.528699885739343e-16
155,5,4.909032008574894,3,4.909032008574894,0,5.0,3.0247833345479074e-20,2.9741201400756836,2.0176507781803044,-7.528699885739343e-16
156,3,2.188892111560296,3,-1.0,0,3.0,4.9696656295381e-13,2.628319263458252,1.909608044549094,-7.528699885739343e-16
157,5,4.374312393102913,3,4.374312393102913,0,5.0,1.6637522039750408e-22,3.069406270980835,6.14789236157717,-7.528699885739343e-16
158,3,3.876294301186452,3,-1.0,0,3.0,2.073698074928313e-27,2.7111024856567383,6.082228397109434,-7.528699885739343e-16
159,3,3.333227631178234,3,-1.0,0,3.0,0.0,2.785266399383545,1.1903548972921845,-7.528699885739343e-16
